wavelength,fractal_dimension,fraction_of_coating,primary_particle_size,number_of_primary_particles,vol_equi_radius_inner,vol_equi_radius_outer,equi_mobility_dia,mie_epsilon,length_scale_factor,m_real_bc,m_im_bc,m_real_organics,m_im_organics,volume_total,volume_bc,volume_organics,density_bc,density_organics,mass_total,mass_organics,mass_bc,mr_total_bc,mr_nonbc_bc,q_ext,q_abs,q_sca,g,c_geo,c_ext,c_abs,c_sca,ssa,mac_total,mac_bc,mac_organics
467.0,1.9,0.0,15.0,29.0,46.0847523852877,46.0847523852877,132.721026303343,2.0,0.013454358259485195,1.0,0.0,1.0,0.0,409977.84129346773,409977.84129346773,0.0,1.5,1.1,6.149667619402015e-16,0.0,6.149667619402015e-16,1.0,0.0,0.7422802448272705,0.6602771282196045,0.08200308680534363,0.2922545075416565,6672.128308283222,0.004952589034191433,0.0044054537185059745,0.0005471351168405395,0.11047456413507462,7.1637265477680465,7.1637265477680465,inf
467.0,1.5,0.0,15.0,29.0,46.0847523852877,46.0847523852877,132.721026303343,2.0,0.013454358259485195,1.0,0.0,1.0,0.0,409977.84129346773,409977.84129346773,0.0,1.5,1.1,6.149667619402015e-16,0.0,6.149667619402015e-16,1.0,0.0,0.7252907156944275,0.6631302833557129,0.06216045469045639,0.35106563568115234,6672.128308283222,0.0048392327159197885,0.004424490335657527,0.0004147425293959507,0.08570419251918793,7.194682069805518,7.194682069805518,inf
530.0,2.1,20.0,16.2,225.0,91.2330299336009,98.531672328289,407.52437696541,2.0,0.011855066617319974,1.0,0.0,1.0,0.0,4006970.7393993824,3180862.561759655,826108.1776397275,1.5,1.1,5.6800128380431825e-15,9.087189954037002e-16,4.7712938426394824e-15,1.1904554666666676,0.1904554666666676,1.2401317358016968,0.9746479988098145,0.2654837667942047,0.6873708963394165,30500.122280850792,0.037824169586315494,0.02972688314448586,0.008097287350804118,0.21407707035541534,5.2335943583407545,6.230361014202582,32.712954494012344
660.0,1.9,90.0,29.0,125.0,74.9999999999999,144.999999999999,540.564595357864,2.0,0.009519977738150888,2.0,0.0,1.0,0.0,12770050.538066648,1767145.8676442516,11002904.670422396,1.5,1.1,1.4753913938931014e-14,1.2103195137464637e-14,2.6507188014663773e-15,5.566004938271518,4.566004938271518,0.3796045184135437,0.22679179906845093,0.15281270444393158,0.6466994285583496,66051.9855417245,0.02507363216182468,0.014980048633051008,0.010093582544522387,0.4025576412677765,1.0153270986299638,5.651315644935271,1.2376937216092025
660.0,2.1,80.0,25.6,185.0,85.4702882295759,145.869291911809,582.804692874599,2.0,0.009519977738150888,2.0,0.0,1.0,0.0,13001104.038211143,2615375.8841134957,10385728.154097646,1.5,1.1,1.5347364795677654e-14,1.142430096950741e-14,3.923063826170243e-15,3.912086439506133,2.9120864395061328,0.5070445537567139,0.32166197896003723,0.18538260459899902,0.7027927041053772,66846.33825845677,0.033894071752529564,0.021501925450447254,0.012392148294258434,0.36561402678489685,1.401017421342779,5.480901255546936,1.8821217602580693
530.0,2.7,0.0,15.0,115.0,72.9441619664141,72.9441619664141,267.961654719886,2.0,0.011855066617319974,1.0,0.0,1.0,0.0,1625774.1982327113,1625774.1982327113,0.0,1.5,1.1,2.4386612973490667e-15,0.0,2.4386612973490667e-15,1.0,0.0,1.2455397844314575,0.908360481262207,0.3371792733669281,0.27996206283569336,16715.945674116505,0.02082037537150703,0.015184104457293377,0.005636270416039648,0.270709365606308,6.226409741196604,6.226409741196604,inf
530.0,1.5,1.0,15.1,400.0,110.520944959211,111.257751258939,509.393074552222,2.0,0.011855066617319974,1.0,0.0,1.0,0.0,5768719.769743699,5654866.776461535,113852.99328216352,1.5,1.1,8.607538457302682e-15,1.2523829261037986e-16,8.482300164692302e-15,1.0147646617283936,0.014764661728393682,1.5384031534194946,1.308887243270874,0.2295159250497818,0.5545918941497803,38887.53617928403,0.05982470828692523,0.050899400027299445,0.00892530883909523,0.1491910070180893,5.913351451147584,6.000660085004884,406.4204243477594
467.0,2.1,90.0,29.0,450.0,114.946414859032,222.22973539413,1038.87159834054,2.0,0.013454358259485195,1.0,0.0,1.0,0.0,45972181.93704062,6361725.123519171,39610456.813521445,1.5,1.1,5.311409018015234e-14,4.3571502494873586e-14,9.542587685278755e-15,5.566004938271708,4.566004938271709,2.2441177368164062,1.1609290838241577,1.0831886529922485,0.7991815805435181,155150.86849935207,0.34817681588186583,0.18011915562147515,0.16805766026039065,0.4826790690422058,3.3911746395456857,18.875294790253065,4.133875246617147
467.0,2.1,70.0,22.4,185.0,85.4702882295759,127.635630422833,509.954106265274,2.0,0.013454358259485195,1.0,0.0,1.0,0.0,8709723.994348506,2615375.8841134957,6094348.110235009,1.5,1.1,1.0626846747428755e-14,6.7037829212585105e-15,3.923063826170243e-15,2.7088131160493636,1.7088131160493631,1.4082890748977661,0.9335080981254578,0.47478097677230835,0.7319954633712769,51179.22772913106,0.07207514727264008,0.047776223540950825,0.024298923731689254,0.33713316917419434,4.4958043224355935,12.178293715804957,7.126755758968062
467.0,2.3,5.0,15.3,50.0,55.2604724796057,56.3656819291979,178.727601149867,2.0,0.013454358259485195,1.0,0.0,1.0,0.0,750123.7327644107,706858.3470576998,43265.38570671086,1.5,1.1,1.1078794448639316e-15,4.7591924277381944e-17,1.0602875205865496e-15,1.04488586666667,0.04488586666666996,0.9909986257553101,0.8141726851463318,0.17682594060897827,0.3053207993507385,9981.122915890426,0.009891279093142247,0.008126357645206094,0.0017649214479361526,0.17843207716941833,7.3350558879663685,7.664296228546201,170.7507685094411
