epoch,accuracy,loss,val_accuracy,val_loss
0,0.9894890785217285,4.054054260253906,0.9854057431221008,5.837182521820068
1,0.9905109405517578,3.7349443435668945,0.9848219752311707,4.1198601722717285
2,0.990218997001648,3.790827751159668,0.9906596541404724,5.557338237762451
3,0.9918248057365417,3.902696371078491,0.9877408146858215,5.232223033905029
4,0.9900729656219482,4.087828636169434,0.9778167009353638,6.082441806793213
5,0.9908029437065125,3.4841654300689697,0.985989511013031,5.206033706665039
6,0.990218997001648,3.909057378768921,0.9854057431221008,5.383541584014893
7,0.9908029437065125,3.7450850009918213,0.9865732789039612,4.386693000793457
8,0.9912408590316772,3.650712251663208,0.9795680046081543,6.946964263916016
9,0.9921168088912964,3.383737802505493,0.9754816293716431,9.158186912536621
10,0.991386890411377,4.022484302520752,0.9789842367172241,7.635334014892578
11,0.9899269938468933,3.713350296020508,0.9766491651535034,6.087829113006592
12,0.9909489154815674,3.6689696311950684,0.981903076171875,5.094892501831055
13,0.9900729656219482,3.4870219230651855,0.9830706119537354,5.238666534423828
14,0.9924087524414062,3.650317668914795,0.9713951945304871,6.042696952819824
15,0.9905109405517578,3.677321434020996,0.9737303256988525,7.509505271911621
16,0.9912408590316772,3.8337504863739014,0.9754816293716431,6.6591949462890625
17,0.9910948872566223,3.461076021194458,0.9807355403900146,7.902076721191406
18,0.9905109405517578,3.956432580947876,0.9830706119537354,6.930381774902344
19,0.9912408590316772,3.697737455368042,0.9824868440628052,6.2168989181518555
20,0.9900729656219482,3.7207088470458984,0.9748978614807129,6.560089111328125
21,0.9884671568870544,3.5888514518737793,0.9778167009353638,8.486133575439453
22,0.9924087524414062,3.5718867778778076,0.9737303256988525,7.6577959060668945
23,0.9908029437065125,3.7566158771514893,0.9795680046081543,8.492908477783203
24,0.9918248057365417,3.515005350112915,0.9748978614807129,9.692170143127441
25,0.9899269938468933,5.835672378540039,0.9766491651535034,10.181142807006836
26,0.9884671568870544,4.1243462562561035,0.9690601229667664,10.765434265136719
27,0.9883211851119995,4.160849094390869,0.9754816293716431,6.898454666137695
28,0.9905109405517578,3.973832368850708,0.9713951945304871,7.5428619384765625
29,0.9912408590316772,3.904386520385742,0.9719789624214172,7.578640460968018
30,0.9896350502967834,4.011120796203613,0.9684763550758362,8.211723327636719
31,0.9903649687767029,3.880821943283081,0.9608873128890991,6.656844615936279
32,0.9929926991462708,3.298971652984619,0.9725627303123474,6.2607855796813965
33,0.9915328621864319,3.4334142208099365,0.9795680046081543,7.251856327056885
34,0.9894890785217285,4.075174331665039,0.9766491651535034,8.571730613708496
35,0.9922627806663513,3.4044077396392822,0.9766491651535034,7.751731872558594
36,0.9894890785217285,3.6766250133514404,0.9772329330444336,8.428757667541504
37,0.9881751537322998,3.9953863620758057,0.9778167009353638,8.2972412109375
38,0.989051103591919,4.096433639526367,0.9778167009353638,10.088315963745117
39,0.9899269938468933,3.528987407684326,0.9766491651535034,8.020804405212402
40,0.991386890411377,3.749631643295288,0.9673088192939758,11.493609428405762
41,0.9906569123268127,4.356664657592773,0.9743140935897827,8.856793403625488
42,0.9903649687767029,3.780442476272583,0.9713951945304871,8.020790100097656
43,0.9897810220718384,3.774974822998047,0.9801517724990845,8.090720176696777
44,0.9927007555961609,3.4228880405426025,0.9778167009353638,8.765558242797852
45,0.9915328621864319,3.3859002590179443,0.9708114266395569,7.940100193023682
46,0.9900729656219482,3.489914655685425,0.9778167009353638,6.56307315826416
47,0.9909489154815674,3.785012722015381,0.964389979839325,8.785554885864258
48,0.9908029437065125,3.723377227783203,0.9667250514030457,11.690991401672363
49,0.9871532917022705,6.032138347625732,0.9748978614807129,8.726360321044922
50,0.9875912666320801,4.119975566864014,0.9673088192939758,10.188939094543457
51,0.9899269938468933,3.5276901721954346,0.9813193082809448,7.897765159606934
