epoch,accuracy,loss,val_accuracy,val_loss
0,0.9911727905273438,3.7042746543884277,0.9981096386909485,3.764556407928467
1,0.9911727905273438,4.356485366821289,0.9911783337593079,5.780731678009033
2,0.9900693297386169,4.659933090209961,0.992438554763794,5.056413650512695
3,0.9922761917114258,4.03670597076416,0.9918084144592285,4.780252933502197
4,0.9924337863922119,3.731149673461914,0.9892879724502563,5.781710147857666
5,0.9921185374259949,3.6508209705352783,0.9817265272140503,7.003021240234375
6,0.9914880394935608,3.5479156970977783,0.9911783337593079,5.33200216293335
7,0.992749035358429,3.6888983249664307,0.9880277514457703,4.935885429382324
8,0.9916456341743469,3.2541449069976807,0.9892879724502563,5.292973518371582
9,0.9929066896438599,3.615049123764038,0.9880277514457703,5.498703956604004
10,0.9924337863922119,3.454904556274414,0.9779458045959473,7.009928226470947
11,0.9913303852081299,4.003191947937012,0.9792060256004333,6.187056541442871
12,0.9911727905273438,3.9786338806152344,0.9823566675186157,6.200819492340088
13,0.9897540807723999,3.98764705657959,0.9886578321456909,5.028061866760254
14,0.993064284324646,3.52192759513855,0.9735350012779236,7.111488342285156
15,0.9929066896438599,3.6285321712493896,0.9773156642913818,5.1104960441589355
16,0.9924337863922119,3.839200496673584,0.9873976111412048,6.404605388641357
17,0.9929066896438599,3.725560426712036,0.9798361659049988,6.074248313903809
18,0.9918032884597778,3.716320276260376,0.9867674708366394,4.887121200561523
19,0.9921185374259949,3.5951967239379883,0.9666036367416382,10.11430549621582
20,0.991960883140564,4.1231279373168945,0.9823566675186157,6.018599510192871
21,0.9924337863922119,3.849872589111328,0.9804663062095642,6.430288791656494
22,0.9936948418617249,3.5910255908966064,0.9842470288276672,5.606092929840088
23,0.9924337863922119,3.671142816543579,0.9804663062095642,5.509871006011963
24,0.9924337863922119,3.5931127071380615,0.9823566675186157,8.745499610900879
25,0.9925914406776428,3.62872052192688,0.9823566675186157,5.951175689697266
26,0.9940100908279419,3.3822152614593506,0.9817265272140503,5.7310380935668945
27,0.9941677451133728,3.5132575035095215,0.9779458045959473,5.7316575050354
28,0.9922761917114258,4.017045974731445,0.9804663062095642,5.8023762702941895
29,0.9929066896438599,3.74914288520813,0.9760554432868958,8.288536071777344
30,0.9913303852081299,4.294369220733643,0.9810963869094849,7.47450590133667
31,0.9921185374259949,3.4207723140716553,0.9785759449005127,6.016110420227051
32,0.993537187576294,3.334679126739502,0.9785759449005127,6.532329559326172
33,0.9929066896438599,3.523289918899536,0.9817265272140503,6.014979362487793
34,0.992749035358429,3.721566915512085,0.9823566675186157,6.643332004547119
35,0.9897540807723999,4.081532001495361,0.9823566675186157,6.207603454589844
36,0.9910151362419128,3.886215925216675,0.9785759449005127,6.284234046936035
37,0.9933795928955078,3.6845366954803467,0.9779458045959473,8.11394214630127
38,0.9921185374259949,3.9328296184539795,0.9729048609733582,8.125837326049805
39,0.9921185374259949,4.248849391937256,0.9792060256004333,7.190446376800537
40,0.9921185374259949,3.7888245582580566,0.9823566675186157,6.841585159301758
41,0.9908574819564819,3.5325140953063965,0.9773156642913818,6.620898723602295
42,0.9924337863922119,3.6495144367218018,0.9785759449005127,8.742044448852539
43,0.9916456341743469,3.410601854324341,0.9754253029823303,8.199453353881836
44,0.9913303852081299,4.021185874938965,0.9792060256004333,8.014339447021484
45,0.993537187576294,3.375710964202881,0.9754253029823303,7.986945152282715
46,0.9924337863922119,3.6129748821258545,0.9792060256004333,8.499533653259277
47,0.9916456341743469,3.635104179382324,0.9773156642913818,9.00512981414795
48,0.9911727905273438,3.7518956661224365,0.9792060256004333,8.811179161071777
49,0.993064284324646,3.8625986576080322,0.9804663062095642,7.304598808288574
50,0.9899117350578308,4.493690013885498,0.9754253029823303,7.7230987548828125
